,CO_IES,CO_CATEGORIA_ADMINISTRATIVA,CO_ORGANIZACAO_ACADEMICA,CO_CURSO,CO_TURNO_ALUNO,CO_GRAU_ACADEMICO,CO_OCDE,CO_ALUNO_CURSO,CO_ALUNO_CURSO_ORIGEM,Cor,Sexo,NU_ANO_ALUNO_NASC,NU_MES_ALUNO_NASC,NU_DIA_ALUNO_NASC,Idade,CO_NACIONALIDADE_ALUNO,CO_PAIS_ORIGEM_ALUNO,UF,CO_MUNICIPIO_NASCIMENTO,IN_ALUNO_DEF_TGD_SUPER,IN_DEF_AUDITIVA,IN_DEF_FISICA,IN_DEF_INTELECTUAL,IN_DEF_MULTIPLA,IN_DEF_SURDEZ,IN_DEF_SURDOCEGUEIRA,IN_DEF_BAIXA_VISAO,IN_DEF_CEGUEIRA,IN_DEF_SUPERDOTACAO,IN_TGD_AUTISMO_INFANTIL,IN_TGD_SINDROME_ASPERGER,IN_TGD_SINDROME_RETT,IN_TGD_TRANSTOR_DESINTEGRATIVO,Situacao,QT_CARGA_HORARIA_TOTAL,QT_CARGA_HORARIA_INTEG,IN_ING_VESTIBULAR,IN_ING_ENEM,IN_ING_AVALIACAO_SERIADA,IN_ING_SELECAO_SIMPLIFICADA,IN_ING_SELECAO_VAGA_REMANESC,IN_ING_SELECAO_VAGA_PROG_ESPEC,IN_ING_TRANSF_EXOFFICIO,IN_ING_DECISAO_JUDICIAL,IN_ING_CONVENIO_PECG,IN_RESERVA_VAGAS,IN_RESERVA_ETNICO,IN_RESERVA_DEFICIENCIA,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_RESERVA_OUTRA,IN_APOIO_SOCIAL,IN_APOIO_ALIMENTACAO,IN_APOIO_BOLSA_PERMANENCIA,IN_APOIO_BOLSA_TRABALHO,IN_APOIO_MATERIAL_DIDATICO,IN_APOIO_MORADIA,IN_APOIO_TRANSPORTE,IN_ATIVIDADE_EXTRACURRICULAR,IN_COMPL_ESTAGIO,IN_COMPL_EXTENSAO,IN_COMPL_MONITORIA,IN_COMPL_PESQUISA,IN_BOLSA_ESTAGIO,IN_BOLSA_EXTENSAO,IN_BOLSA_MONITORIA,IN_BOLSA_PESQUISA,CO_TIPO_ESCOLA_ENS_MEDIO,IN_ALUNO_PARFOR,CO_SEMESTRE_CONCLUSAO,CO_SEMESTRE_REFERENCIA,IN_MOBILIDADE_ACADEMICA,CO_MOBILIDADE_ACADEMICA,CO_MOBILIDADE_ACADEMICA_INTERN,CO_IES_DESTINO,CO_PAIS_DESTINO,IN_MATRICULA,IN_CONCLUINTE,IN_INGRESSO_TOTAL,ANO_INGRESSO,ANO_RELATORIO
1145,2,1,1,146,4,1,0322B01,23848246,,Parda,feminino,1998,3,28,20,1,76,,,0,,,,,,,,,,,,,,Desvinculado,2700,0,0,0,1,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2017,2018
1146,2,1,1,146,4,1,0322B01,23848409,,Parda,feminino,1999,10,27,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1147,2,1,1,146,4,1,0322B01,23851321,,Parda,feminino,2000,5,1,18,1,76,,,0,,,,,,,,,,,,,,Trancado,2700,0,0,1,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2017,2018
1148,2,1,1,146,4,1,0322B01,23851713,,Nao quis declarar,masculino,1997,7,2,21,1,76,,,0,,,,,,,,,,,,,,Desvinculado,2700,0,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,0,0,0,2017,2018
1149,2,1,1,146,4,1,0322B01,23851884,,Preta,feminino,1997,11,10,21,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,0,2017,2018
1150,2,1,1,146,4,1,0322B01,23851934,,Nao quis declarar,masculino,1985,7,8,33,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1151,2,1,1,146,4,1,0322B01,23851994,,Parda,masculino,1997,4,24,21,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1152,2,1,1,146,4,1,0322B01,23852299,,Branca,feminino,1959,1,12,59,1,76,,,0,,,,,,,,,,,,,,Desvinculado,2700,0,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,1,,,,,,0,0,0,2017,2018
1153,2,1,1,146,4,1,0322B01,23858393,,Parda,feminino,1997,4,15,21,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1154,2,1,1,146,4,1,0322B01,24967650,,Indigena,masculino,1970,7,18,48,1,76,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1155,2,1,1,146,4,1,0322B01,23871501,,Branca,feminino,1999,10,7,19,1,76,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,0,2017,2018
1156,2,1,1,146,4,1,0322B01,23882147,,Branca,masculino,1999,6,9,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,0,2017,2018
1157,2,1,1,146,4,1,0322B01,23882204,,Nao quis declarar,feminino,1998,9,12,20,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,0,2017,2018
1158,2,1,1,146,4,1,0322B01,23903016,,Parda,masculino,1999,1,30,19,1,76,,,0,,,,,,,,,,,,,,Trancado,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2017,2018
1159,2,1,1,146,4,1,0322B01,23903032,,Nao quis declarar,feminino,1999,7,18,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,1,1.0,1.0,0.0,0.0,0.0,1.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1160,2,1,1,146,4,1,0322B01,23904097,,Nao quis declarar,feminino,1996,4,10,22,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1161,2,1,1,146,4,1,0322B01,23869979,,Branca,masculino,1998,12,16,20,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,0.0,1.0,0.0,0.0,,0.0,,,2,,,2,0.0,,,,,1,0,0,2017,2018
1162,2,1,1,146,4,1,0322B01,23870476,,Preta,feminino,1998,7,2,20,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,0.0,1.0,0.0,0.0,,0.0,,,2,,,2,0.0,,,,,1,0,0,2017,2018
1163,2,1,1,146,4,1,0322B01,23870628,,Parda,feminino,1999,11,24,19,1,76,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,0,2017,2018
1164,2,1,1,146,4,1,0322B01,23870671,,Nao quis declarar,feminino,1999,7,30,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,0.0,1.0,0.0,0.0,,0.0,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1165,2,1,1,146,4,1,0322B01,23871186,,Nao quis declarar,feminino,1998,9,13,20,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1166,2,1,1,146,4,1,0322B01,23871929,,Nao quis declarar,masculino,1999,6,5,19,1,76,,,0,,,,,,,,,,,,,,Desvinculado,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2017,2018
1167,2,1,1,146,4,1,0322B01,23872083,,Branca,feminino,1999,11,26,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1168,2,1,1,146,4,1,0322B01,23872159,,Parda,feminino,1998,12,12,20,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,0,2017,2018
1169,2,1,1,146,4,1,0322B01,23904969,,Nao quis declarar,feminino,1998,2,16,20,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1170,2,1,1,146,4,1,0322B01,23950897,,Parda,masculino,1996,1,16,22,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1171,2,1,1,146,4,1,0322B01,23952701,,Nao quis declarar,feminino,1998,7,14,20,1,76,,,0,,,,,,,,,,,,,,Trancado,2700,0,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,0,2017,2018
1172,2,1,1,146,4,1,0322B01,23952819,,Parda,masculino,1999,6,10,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,0,2017,2018
1173,2,1,1,146,4,1,0322B01,23953029,,Parda,feminino,1999,4,5,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,,0.0,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1174,2,1,1,146,4,1,0322B01,23953181,,Parda,masculino,1999,5,5,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2017,2018
1175,2,1,1,146,4,1,0322B01,24873416,,Branca,masculino,1998,2,15,20,1,76,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1176,2,1,1,146,4,1,0322B01,23958939,,Parda,feminino,1980,6,19,38,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,0,0,0,0,1,0,0.0,0,,,,,,0,,,,,,,1,0.0,1.0,0.0,0.0,,0.0,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1177,2,1,1,146,4,1,0322B01,23998410,,Preta,feminino,2000,12,19,18,1,76,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1178,2,1,1,146,4,1,0322B01,24065286,,Branca,feminino,1999,9,17,19,1,76,,,0,,,,,,,,,,,,,,Trancado,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,1,2018,2018
1179,2,1,1,146,4,1,0322B01,24800605,,Preta,feminino,1999,9,7,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1180,2,1,1,146,4,1,0322B01,23869713,,Nao quis declarar,feminino,1955,8,4,63,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1181,2,1,1,146,4,1,0322B01,23946332,,Parda,feminino,1999,9,7,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1182,2,1,1,146,4,1,0322B01,23946428,,Branca,feminino,2000,2,27,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1183,2,1,1,146,4,1,0322B01,23996601,,Parda,feminino,1999,12,2,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1184,2,1,1,146,4,1,0322B01,23996647,,Branca,feminino,2000,1,7,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,0.0,1.0,0.0,0.0,,0.0,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1185,2,1,1,146,4,1,0322B01,23996683,,Nao quis declarar,feminino,2000,1,13,18,1,76,,,0,,,,,,,,,,,,,,Trancado,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,,,,,,0,0,1,2018,2018
1186,2,1,1,146,4,1,0322B01,23996863,,Nao quis declarar,feminino,2000,5,12,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1187,2,1,1,146,4,1,0322B01,23997100,,Branca,feminino,1999,12,23,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1188,2,1,1,146,4,1,0322B01,23997534,,Nao quis declarar,masculino,2000,4,23,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1189,2,1,1,146,4,1,0322B01,23998025,,Parda,feminino,1999,10,16,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1190,2,1,1,146,4,1,0322B01,23998166,,Branca,feminino,1999,8,16,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1191,2,1,1,146,4,1,0322B01,24063406,,Branca,feminino,1999,10,28,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1192,2,1,1,146,4,1,0322B01,24063690,,Branca,feminino,2000,3,21,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1193,2,1,1,146,4,1,0322B01,24063731,,Branca,feminino,1999,10,28,19,1,76,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1194,2,1,1,146,4,1,0322B01,24063894,,Parda,masculino,1998,9,11,20,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1195,2,1,1,146,4,1,0322B01,24064177,,Nao quis declarar,feminino,2000,7,2,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1196,2,1,1,146,4,1,0322B01,24064229,,Parda,feminino,2000,2,16,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1197,2,1,1,146,4,1,0322B01,24064379,,Parda,feminino,2000,2,17,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1198,2,1,1,146,4,1,0322B01,24064491,,Parda,feminino,2000,3,18,18,1,76,,,0,,,,,,,,,,,,,,Desvinculado,2700,0,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,1,,,,,,0,0,1,2018,2018
1199,2,1,1,146,4,1,0322B01,24064747,,Nao quis declarar,masculino,1998,6,7,20,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1200,2,1,1,146,4,1,0322B01,24675595,,Parda,masculino,1997,12,13,21,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1201,2,1,1,146,4,1,0322B01,24675717,,Parda,feminino,2000,11,21,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1202,2,1,1,146,4,1,0322B01,24676525,,Nao quis declarar,feminino,2000,7,7,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1203,2,1,1,146,4,1,0322B01,24800567,,Nao quis declarar,feminino,1999,3,20,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1204,2,1,1,146,4,1,0322B01,24800845,,Nao quis declarar,feminino,1999,9,18,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1205,2,1,1,146,4,1,0322B01,24802409,,Nao quis declarar,masculino,1998,11,1,20,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1206,2,1,1,146,4,1,0322B01,24804051,,Amarela,feminino,2000,8,15,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1207,2,1,1,146,4,1,0322B01,24804083,,Preta,feminino,2000,8,22,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1208,2,1,1,146,4,1,0322B01,24804124,,Nao quis declarar,masculino,2000,3,4,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1209,2,1,1,146,4,1,0322B01,24804628,,Parda,feminino,2000,3,21,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1210,2,1,1,146,4,1,0322B01,24825745,,Parda,feminino,2000,10,27,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1211,2,1,1,146,4,1,0322B01,24825887,,Parda,feminino,2000,3,11,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1212,2,1,1,146,4,1,0322B01,24825934,,Preta,feminino,2000,4,25,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1213,2,1,1,146,4,1,0322B01,24826024,,Branca,masculino,2000,2,20,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1214,2,1,1,146,4,1,0322B01,24826189,,Parda,feminino,1999,9,13,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1215,2,1,1,146,4,1,0322B01,24826284,,Parda,feminino,1999,9,26,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1216,2,1,1,146,4,1,0322B01,24826296,,Nao quis declarar,feminino,1999,7,7,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1217,2,1,1,146,4,1,0322B01,24826302,,Nao quis declarar,feminino,1999,7,23,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1218,2,1,1,146,4,1,0322B01,24826377,,Preta,feminino,1999,8,7,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1219,2,1,1,146,4,1,0322B01,24826450,,Nao quis declarar,feminino,2001,1,25,17,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1220,2,1,1,146,4,1,0322B01,24826506,,Preta,feminino,2000,6,27,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1221,2,1,1,146,4,1,0322B01,24825547,,Parda,masculino,1999,10,2,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1222,2,1,1,146,4,1,0322B01,24872760,,Branca,masculino,1999,11,20,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1223,2,1,1,146,4,1,0322B01,24873092,,Parda,feminino,2000,1,15,18,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,,,,,,,0,,,,,,,,,2,,,2,0.0,,,,,1,0,1,2018,2018
1224,2,1,1,146,4,1,0322B01,24873114,,Parda,masculino,1998,6,22,20,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
1225,2,1,1,146,4,1,0322B01,24873310,,Preta,feminino,1999,4,29,19,1,76,,,0,,,,,,,,,,,,,,Cursando,2700,0,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2018,2018
