,CO_IES,CO_CATEGORIA_ADMINISTRATIVA,CO_ORGANIZACAO_ACADEMICA,CO_CURSO,CO_TURNO_ALUNO,CO_GRAU_ACADEMICO,CO_OCDE,CO_ALUNO_CURSO,CO_ALUNO_CURSO_ORIGEM,Cor,Sexo,NU_ANO_ALUNO_NASC,NU_MES_ALUNO_NASC,NU_DIA_ALUNO_NASC,Idade,CO_NACIONALIDADE_ALUNO,CO_PAIS_ORIGEM_ALUNO,UF,CO_MUNICIPIO_NASCIMENTO,IN_ALUNO_DEF_TGD_SUPER,IN_DEF_AUDITIVA,IN_DEF_FISICA,IN_DEF_INTELECTUAL,IN_DEF_MULTIPLA,IN_DEF_SURDEZ,IN_DEF_SURDOCEGUEIRA,IN_DEF_BAIXA_VISAO,IN_DEF_CEGUEIRA,IN_DEF_SUPERDOTACAO,IN_TGD_AUTISMO_INFANTIL,IN_TGD_SINDROME_ASPERGER,IN_TGD_SINDROME_RETT,IN_TGD_TRANSTOR_DESINTEGRATIVO,Situacao,QT_CARGA_HORARIA_TOTAL,QT_CARGA_HORARIA_INTEG,IN_ING_VESTIBULAR,IN_ING_ENEM,IN_ING_AVALIACAO_SERIADA,IN_ING_SELECAO_SIMPLIFICADA,IN_ING_SELECAO_VAGA_REMANESC,IN_ING_SELECAO_VAGA_PROG_ESPEC,IN_ING_TRANSF_EXOFFICIO,IN_ING_DECISAO_JUDICIAL,IN_ING_CONVENIO_PECG,IN_RESERVA_VAGAS,IN_RESERVA_ETNICO,IN_RESERVA_DEFICIENCIA,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_RESERVA_OUTRA,IN_APOIO_SOCIAL,IN_APOIO_ALIMENTACAO,IN_APOIO_BOLSA_PERMANENCIA,IN_APOIO_BOLSA_TRABALHO,IN_APOIO_MATERIAL_DIDATICO,IN_APOIO_MORADIA,IN_APOIO_TRANSPORTE,IN_ATIVIDADE_EXTRACURRICULAR,IN_COMPL_ESTAGIO,IN_COMPL_EXTENSAO,IN_COMPL_MONITORIA,IN_COMPL_PESQUISA,IN_BOLSA_ESTAGIO,IN_BOLSA_EXTENSAO,IN_BOLSA_MONITORIA,IN_BOLSA_PESQUISA,CO_TIPO_ESCOLA_ENS_MEDIO,IN_ALUNO_PARFOR,CO_SEMESTRE_CONCLUSAO,CO_SEMESTRE_REFERENCIA,IN_MOBILIDADE_ACADEMICA,CO_MOBILIDADE_ACADEMICA,CO_MOBILIDADE_ACADEMICA_INTERN,CO_IES_DESTINO,CO_PAIS_DESTINO,IN_MATRICULA,IN_CONCLUINTE,IN_INGRESSO_TOTAL,ANO_INGRESSO,ANO_RELATORIO
275,2,1,1,146,4,1,322B01,13779200,,Branca,feminino,1994,1,8,21,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,1050,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2013,2015
276,2,1,1,146,4,1,322B01,13779257,,Parda,nao declarado,1996,4,6,19,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Desvinculado,2700,360,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,0,0,0,2013,2015
277,2,1,1,146,4,1,322B01,20570667,,Preta,feminino,1994,11,25,21,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,1170,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,,,,1,,,2,0.0,,,,,1,0,0,2013,2015
278,2,1,1,146,4,1,322B01,13779414,,Branca,feminino,1973,11,8,42,1,10,Minas Gerais,3106200.0,0,,,,,,,,,,,,,,Cursando,2700,720,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2013,2015
279,2,1,1,146,4,1,322B01,13779858,,Parda,nao declarado,1987,12,25,28,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,960,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2013,2015
280,2,1,1,146,4,1,322B01,13780295,,Branca,feminino,1986,6,29,29,1,10,Goiás,5212501.0,0,,,,,,,,,,,,,,Cursando,2700,1110,1,0,0,0,0,0,0,0,0.0,0,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2013,2015
281,2,1,1,146,4,1,322B01,13795715,,Nao quis declarar,nao declarado,1964,12,2,51,1,10,Goiás,5201108.0,0,,,,,,,,,,,,,,Cursando,2700,2250,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2013,2015
282,2,1,1,146,4,1,322B01,20572847,,Amarela,feminino,1994,4,28,21,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,1410,1,0,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,1,,,2,0.0,,,,,1,0,0,2013,2015
283,2,1,1,146,4,1,322B01,20572892,,Parda,nao declarado,1994,11,16,21,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,1110,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,0,,,2,0.0,,,,,1,0,0,2013,2015
284,2,1,1,146,4,1,322B01,14247887,,Parda,nao declarado,1994,8,20,21,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,270,0,1,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2015,2015
285,2,1,1,146,4,1,322B01,20581365,,Parda,feminino,1988,8,20,27,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,1320,0,1,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
286,2,1,1,146,4,1,322B01,14250451,,Parda,nao declarado,1986,7,9,29,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,930,0,1,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2015,2015
287,2,1,1,146,4,1,322B01,20708697,,Branca,feminino,1994,11,18,21,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,780,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
288,2,1,1,146,4,1,322B01,14131090,,Preta,nao declarado,1987,2,7,28,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Trancado,2700,630,0,1,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2014,2015
289,2,1,1,146,4,1,322B01,14123665,,Branca,nao declarado,1984,12,12,31,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Desvinculado,2700,930,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,0,0,0,2014,2015
290,2,1,1,146,4,1,322B01,14248509,,Parda,nao declarado,1997,7,7,18,1,10,Paraíba,2516706.0,0,,,,,,,,,,,,,,Cursando,2700,270,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,1,2015,2015
291,2,1,1,146,4,1,322B01,14131736,,Parda,feminino,1994,12,9,21,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,480,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
292,2,1,1,146,4,1,322B01,14132124,,Branca,feminino,1995,8,3,20,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,540,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
293,2,1,1,146,4,1,322B01,14132126,,Amarela,feminino,1994,11,14,21,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,540,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
294,2,1,1,146,4,1,322B01,20709511,,Branca,feminino,1996,7,26,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,570,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
295,2,1,1,146,4,1,322B01,14132239,,Branca,feminino,1993,4,21,22,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,180,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
296,2,1,1,146,4,1,322B01,27837871,,Branca,feminino,1996,6,17,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,480,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,1,2015,2015
297,2,1,1,146,4,1,322B01,14132436,,Preta,feminino,1996,5,8,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,420,1,0,0,0,0,0,0,0,0.0,0,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
298,2,1,1,146,4,1,322B01,14132438,,Branca,feminino,1996,1,25,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,390,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
299,2,1,1,146,4,1,322B01,14132464,,Parda,nao declarado,1981,2,17,34,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,60,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
300,2,1,1,146,4,1,322B01,20709680,,Preta,feminino,1997,2,24,18,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,480,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
301,2,1,1,146,4,1,322B01,14132899,,Parda,feminino,1996,11,13,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,120,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
302,2,1,1,146,4,1,322B01,14133233,,Branca,nao declarado,1995,12,22,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,630,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
303,2,1,1,146,4,1,322B01,14133457,,Parda,feminino,1993,1,11,22,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,360,1,0,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
304,2,1,1,146,4,1,322B01,14215800,,Parda,nao declarado,1991,2,9,24,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,420,1,0,0,0,0,0,0,0,0.0,0,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
305,2,1,1,146,4,1,322B01,20711276,,Parda,feminino,1995,10,11,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,660,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
306,2,1,1,146,4,1,322B01,14216169,,Branca,nao declarado,1992,9,11,23,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,540,1,0,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
307,2,1,1,146,4,1,322B01,14216641,,Branca,feminino,1996,9,11,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,420,1,0,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
308,2,1,1,146,4,1,322B01,14217201,,Parda,feminino,1997,6,27,18,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,570,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
309,2,1,1,146,4,1,322B01,20712971,,Parda,feminino,1996,5,9,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,420,1,0,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
310,2,1,1,146,4,1,322B01,14217754,,Parda,nao declarado,1996,1,20,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,420,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
311,2,1,1,146,4,1,322B01,19389404,,Branca,nao declarado,1993,8,31,22,1,10,,,0,,,,,,,,,,,,,,Desvinculado,2700,0,1,0,0,0,0,0,0,0,,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,0,0,0,2014,2015
312,2,1,1,146,4,1,322B01,14218092,,Preta,feminino,1997,1,20,18,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,510,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
313,2,1,1,146,4,1,322B01,14218137,,Preta,feminino,1996,12,31,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,360,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
314,2,1,1,146,4,1,322B01,14219051,,Preta,feminino,1996,9,11,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,360,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
315,2,1,1,146,4,1,322B01,20714419,,Branca,nao declarado,1995,11,21,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,570,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
316,2,1,1,146,4,1,322B01,14219438,,Branca,feminino,1982,12,16,33,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,1560,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
317,2,1,1,146,4,1,322B01,14219864,,Branca,feminino,1996,6,14,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,990,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
318,2,1,1,146,4,1,322B01,14219928,,Nao quis declarar,feminino,1996,1,27,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,360,1,0,0,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
319,2,1,1,146,4,1,322B01,20605658,,Parda,feminino,1997,1,21,18,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,480,1,0,0,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
320,2,1,1,146,4,1,322B01,14221042,,Parda,feminino,1996,4,7,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,180,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
321,2,1,1,146,4,1,322B01,14123601,,Branca,feminino,1981,6,22,34,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,270,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
322,2,1,1,146,4,1,322B01,20581683,,Parda,nao declarado,1996,2,9,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,780,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
323,2,1,1,146,4,1,322B01,15266700,,Nao quis declarar,feminino,1995,4,23,20,1,10,,,0,,,,,,,,,,,,,,Transferido,2700,750,0,0,1,0,0,0,0,0,0.0,0,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,,,,,,0,0,0,2014,2015
324,2,1,1,146,4,1,322B01,14124091,,Parda,feminino,1997,4,7,18,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,510,0,0,1,0,0,0,0,0,0.0,0,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
325,2,1,1,146,4,1,322B01,20708416,,Preta,nao declarado,1996,9,8,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,870,0,1,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
326,2,1,1,146,4,1,322B01,15450395,,Nao quis declarar,nao declarado,1984,1,8,31,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,1800,0,0,0,0,1,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
327,2,1,1,146,4,1,322B01,15450439,,Branca,feminino,1983,5,5,32,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,1620,0,0,0,0,1,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
328,2,1,1,146,4,1,322B01,20505414,,Parda,feminino,1994,11,3,21,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,1650,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,1,,,2,0.0,,,,,1,0,0,2013,2015
329,2,1,1,146,4,1,322B01,13881426,,Branca,feminino,1995,11,11,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,990,0,0,1,0,0,0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
330,2,1,1,146,4,1,322B01,20578191,,Parda,nao declarado,1995,10,15,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,870,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
331,2,1,1,146,4,1,322B01,20578292,,Parda,nao declarado,1995,9,20,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,900,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,1.0,0.0,1.0,0.0,1.0,,0.0,,0,,,2,0.0,,,,,1,0,0,2014,2015
332,2,1,1,146,4,1,322B01,20578735,,Parda,feminino,1996,8,4,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,750,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,0.0,0.0,1.0,0.0,,,0.0,,0,,,2,0.0,,,,,1,0,0,2014,2015
333,2,1,1,146,4,1,322B01,20579112,,Preta,feminino,1995,12,9,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,660,0,0,1,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
334,2,1,1,146,4,1,322B01,13882884,,Preta,feminino,1995,11,20,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,420,0,0,1,0,0,0,0,0,0.0,0,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
335,2,1,1,146,4,1,322B01,27838249,,Parda,nao declarado,1995,8,15,20,1,10,,,0,,,,,,,,,,,,,,Desvinculado,2700,660,0,0,1,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,1,,,1,,,,,,0,0,0,2014,2015
336,2,1,1,146,4,1,322B01,20579188,,Parda,nao declarado,1996,4,25,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,870,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,0.0,0.0,0.0,1.0,,,,0.0,0,,,2,0.0,,,,,1,0,0,2014,2015
337,2,1,1,146,4,1,322B01,20579205,,Parda,feminino,1996,1,26,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,600,0,0,1,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
338,2,1,1,146,4,1,322B01,20579312,,Parda,nao declarado,1994,1,22,21,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,870,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
339,2,1,1,146,4,1,322B01,20579339,,Preta,feminino,1995,9,8,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,810,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
340,2,1,1,146,4,1,322B01,20579945,,Branca,feminino,1995,11,4,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,690,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
341,2,1,1,146,4,1,322B01,13883964,,Parda,feminino,1995,10,8,20,1,10,,,0,,,,,,,,,,,,,,Trancado,2700,780,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2014,2015
342,2,1,1,146,4,1,322B01,20580239,,Branca,nao declarado,1997,3,20,18,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,810,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
343,2,1,1,146,4,1,322B01,13884188,,Branca,feminino,1995,12,4,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,690,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
344,2,1,1,146,4,1,322B01,20580455,,Branca,feminino,1995,5,9,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,870,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,0.0,0.0,0.0,1.0,,,,0.0,0,,,2,0.0,,,,,1,0,0,2014,2015
345,2,1,1,146,4,1,322B01,20580491,,Parda,feminino,1995,10,31,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,780,0,0,1,0,0,0,0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
346,2,1,1,146,4,1,322B01,13884542,,Amarela,nao declarado,1996,3,8,19,1,10,,,0,,,,,,,,,,,,,,Desvinculado,2700,420,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2014,2015
347,2,1,1,146,4,1,322B01,27837969,,Branca,feminino,1995,11,24,20,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,600,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,1,2015,2015
348,2,1,1,146,4,1,322B01,20708759,,Parda,feminino,1996,2,28,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,1050,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,1,,,2,0.0,,,,,1,0,0,2014,2015
349,2,1,1,146,4,1,322B01,20708793,,Nao quis declarar,feminino,1996,5,13,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,990,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,1,1.0,0.0,0.0,0.0,1.0,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
350,2,1,1,146,4,1,322B01,14130748,,Branca,feminino,1996,8,28,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,810,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
351,2,1,1,146,4,1,322B01,14131400,,Branca,nao declarado,1996,5,18,19,1,10,,,0,,,,,,,,,,,,,,Cursando,2700,360,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0.0,,,,,1,0,0,2014,2015
352,2,1,1,146,4,1,322B01,14248649,,Parda,feminino,1996,7,19,19,1,10,Paraná,4107207.0,0,,,,,,,,,,,,,,Cursando,2700,270,0,1,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2015,2015
353,2,1,1,146,4,1,322B01,14384248,,Parda,feminino,1994,5,29,21,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,60,1,0,0,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2015,2015
354,2,1,1,146,4,1,322B01,14238883,,Nao quis declarar,feminino,1997,8,28,18,1,10,Distrito Federal,5300108.0,0,,,,,,,,,,,,,,Cursando,2700,270,0,0,1,0,0,0,0,0,0.0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0.0,,,,,1,0,1,2015,2015
