CO_IES,CO_CATEGORIA_ADMINISTRATIVA,CO_ORGANIZACAO_ACADEMICA,CO_CURSO,CO_TURNO_ALUNO,CO_GRAU_ACADEMICO,CO_OCDE,CO_ALUNO_CURSO,CO_ALUNO_CURSO_ORIGEM,CO_COR_RACA_ALUNO,IN_SEXO_ALUNO,NU_ANO_ALUNO_NASC,NU_MES_ALUNO_NASC,NU_DIA_ALUNO_NASC,NU_IDADE_ALUNO,CO_NACIONALIDADE_ALUNO,CO_PAIS_ORIGEM_ALUNO,CO_UF_NASCIMENTO,CO_MUNICIPIO_NASCIMENTO,IN_ALUNO_DEF_TGD_SUPER,IN_DEF_AUDITIVA,IN_DEF_FISICA,IN_DEF_INTELECTUAL,IN_DEF_MULTIPLA,IN_DEF_SURDEZ,IN_DEF_SURDOCEGUEIRA,IN_DEF_BAIXA_VISAO,IN_DEF_CEGUEIRA,IN_DEF_SUPERDOTACAO,IN_TGD_AUTISMO_INFANTIL,IN_TGD_SINDROME_ASPERGER,IN_TGD_SINDROME_RETT,IN_TGD_TRANSTOR_DESINTEGRATIVO,CO_ALUNO_SITUACAO,QT_CARGA_HORARIA_TOTAL,QT_CARGA_HORARIA_INTEG,IN_ING_VESTIBULAR,IN_ING_ENEM,IN_ING_AVALIACAO_SERIADA,IN_ING_SELECAO_SIMPLIFICADA,IN_ING_SELECAO_VAGA_REMANESC,IN_ING_SELECAO_VAGA_PROG_ESPEC,IN_ING_TRANSF_EXOFFICIO,IN_ING_DECISAO_JUDICIAL,IN_ING_CONVENIO_PECG,IN_RESERVA_VAGAS,IN_RESERVA_ETNICO,IN_RESERVA_DEFICIENCIA,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_RESERVA_OUTRA,IN_APOIO_SOCIAL,IN_APOIO_ALIMENTACAO,IN_APOIO_BOLSA_PERMANENCIA,IN_APOIO_BOLSA_TRABALHO,IN_APOIO_MATERIAL_DIDATICO,IN_APOIO_MORADIA,IN_APOIO_TRANSPORTE,IN_ATIVIDADE_EXTRACURRICULAR,IN_COMPL_ESTAGIO,IN_COMPL_EXTENSAO,IN_COMPL_MONITORIA,IN_COMPL_PESQUISA,IN_BOLSA_ESTAGIO,IN_BOLSA_EXTENSAO,IN_BOLSA_MONITORIA,IN_BOLSA_PESQUISA,CO_TIPO_ESCOLA_ENS_MEDIO,IN_ALUNO_PARFOR,CO_SEMESTRE_CONCLUSAO,CO_SEMESTRE_REFERENCIA,IN_MOBILIDADE_ACADEMICA,CO_MOBILIDADE_ACADEMICA,CO_MOBILIDADE_ACADEMICA_INTERN,CO_IES_DESTINO,CO_PAIS_DESTINO,IN_MATRICULA,IN_CONCLUINTE,IN_INGRESSO_TOTAL,ANO_INGRESSO,ANO_RELATORIO
2,1,1,146,4,1,322B01,12644428,,0,0,1986,12,29,29,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2730,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2008,2015
2,1,1,146,4,1,322B01,14220546,,0,0,1969,7,7,46,1,10,29,2927408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2700,1290,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2014,2015
2,1,1,146,4,1,322B01,9487505,,0,1,1991,3,13,24,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,20568680,,3,1,1980,1,17,35,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2490,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2013,2015
2,1,1,146,4,1,322B01,14248384,,2,1,1984,4,15,31,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,1140,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,1,2015,2015
2,1,1,146,4,1,322B01,12631517,,3,0,1988,4,5,27,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2700,1380,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,0,0,0,2012,2015
2,1,1,146,4,1,322B01,9487570,,2,1,1989,7,13,26,1,10,29,2911105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2008,2015
2,1,1,146,4,1,322B01,12631848,,3,0,1988,12,13,27,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2008,2015
2,1,1,146,4,1,322B01,22591623,,1,1,1988,3,11,27,1,10,31,3136702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2280,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2012,2015
2,1,1,146,4,1,322B01,12631879,,0,1,1980,11,16,35,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2730,0,0,0,0,0,0,1,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2008,2015
2,1,1,146,4,1,322B01,12691945,,2,1,1988,7,30,27,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2640,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2010,2015
2,1,1,146,4,1,322B01,12632024,,3,0,1989,12,14,26,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2220,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2008,2015
2,1,1,146,4,1,322B01,12644379,,3,1,1963,4,24,52,1,10,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2700,2190,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2008,2015
2,1,1,146,4,1,322B01,14248670,,2,1,1990,12,8,25,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,930,0,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,1,2015,2015
2,1,1,146,4,1,322B01,13170442,,2,1,1989,4,20,26,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,1,1,0,2011,2015
2,1,1,146,4,1,322B01,13797951,,1,0,1992,3,1,23,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2700,2250,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,0,0,0,2013,2015
2,1,1,146,4,1,322B01,12651675,,1,0,1989,9,8,26,1,10,33,3304557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2700,2580,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,0,0,0,2009,2015
2,1,1,146,4,1,322B01,15579381,,2,1,1988,4,18,27,1,10,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,1,1,0,2009,2015
2,1,1,146,4,1,322B01,12651751,,3,0,1986,9,9,29,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2700,1800,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2009,2015
2,1,1,146,4,1,322B01,20410545,,4,1,1984,12,10,31,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2009,2015
2,1,1,146,4,1,322B01,12642849,,1,1,1989,5,26,26,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2700,2400,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2009,2015
2,1,1,146,4,1,322B01,12643228,,2,1,1977,12,23,38,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2340,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2009,2015
2,1,1,146,4,1,322B01,12643575,,1,0,1989,11,30,26,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2760,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2009,2015
2,1,1,146,4,1,322B01,15734736,,3,0,1990,5,14,25,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2009,2015
2,1,1,146,4,1,322B01,14219365,,0,1,1990,3,11,25,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,1440,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2014,2015
2,1,1,146,4,1,322B01,14216047,,1,0,1982,7,29,33,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2700,180,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2014,2015
2,1,1,146,4,1,322B01,14131045,,1,0,1970,6,11,45,1,10,23,2304103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2700,270,0,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,0,0,0,2014,2015
2,1,1,146,4,1,322B01,13705104,,1,0,1991,4,15,24,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2055,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2012,2015
2,1,1,146,4,1,322B01,13213934,,1,0,1989,7,23,26,1,10,52,5208707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2640,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2011,2015
2,1,1,146,4,1,322B01,20505767,,3,1,1982,8,2,33,1,10,15,1507607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,1110,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,1,0,0,0,1,,,,0,,,2,0,,,,,1,0,0,2013,2015
2,1,1,146,4,1,322B01,15390091,,1,1,1966,10,1,49,1,10,33,3304557,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,1740,0,0,0,0,0,0,1,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2013,2015
2,1,1,146,4,1,322B01,20576987,,0,1,1992,3,26,23,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,1110,1,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,1,0,1,1,0,1,1,1,,0,0,0,,,2,0,,,,,1,0,0,2013,2015
2,1,1,146,4,1,322B01,20708912,,0,1,1991,9,7,24,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,930,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,1,1,0,0,0,1,,,,1,,,2,0,,,,,1,0,0,2014,2015
2,1,1,146,4,1,322B01,13171589,,3,0,1983,12,2,32,1,10,41,4106902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2295,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2011,2015
2,1,1,146,4,1,322B01,15449652,,1,1,1956,5,27,59,1,10,31,3136702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2865,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2011,2015
2,1,1,146,4,1,322B01,20570039,,1,1,1991,9,13,24,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,1590,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,0,0,1,0,,,0,,0,,,2,0,,,,,1,0,0,2013,2015
2,1,1,146,4,1,322B01,20507018,,0,0,1988,5,2,27,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,900,1,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,1,0,1,1,0,0,0,1,,,,0,,,2,0,,,,,1,0,0,2013,2015
2,1,1,146,4,1,322B01,13782123,,3,0,1987,8,15,28,1,10,26,2605202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,1050,0,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2012,2015
2,1,1,146,4,1,322B01,20422256,,3,1,1989,9,23,26,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,12691701,,0,1,1991,11,13,24,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,0,0,1,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,12691468,,1,1,1992,6,16,23,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2760,0,0,1,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,13215217,,3,1,1987,12,21,28,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,1,1,0,2011,2015
2,1,1,146,4,1,322B01,20423088,,5,1,1989,3,20,26,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2745,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,0,0,1,0,,,1,,1,,,1,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,22591597,,3,0,1982,12,7,33,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2700,270,0,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2014,2015
2,1,1,146,4,1,322B01,20422347,,3,0,1993,11,6,22,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2730,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,0,0,1,0,,,1,,1,,,1,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,12819271,,1,1,1990,3,14,25,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,9487520,,1,1,1991,1,15,24,1,10,52,5212501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,20572581,,1,1,1993,4,21,22,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2130,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,1,0,0,1,1,,,1,0,,,2,0,,,,,1,0,0,2013,2015
2,1,1,146,4,1,322B01,12819807,,1,1,1992,9,17,23,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2760,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,12819961,,1,1,1993,2,10,22,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2850,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,20422757,,2,1,1992,8,14,23,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,1,0,0,1,0,,,1,,1,,,1,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,12820523,,3,1,1991,4,22,24,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2700,2670,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2010,2015
2,1,1,146,4,1,322B01,12820806,,3,1,1991,8,16,24,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,20423342,,1,0,1991,4,27,24,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,1650,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,1,0,0,0,1,,,,0,,,2,0,,,,,1,0,0,2010,2015
2,1,1,146,4,1,322B01,20408664,,3,1,1992,9,19,23,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2460,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2012,2015
2,1,1,146,4,1,322B01,12821232,,4,1,1992,8,8,23,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2460,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2010,2015
2,1,1,146,4,1,322B01,9487516,,3,1,1993,6,11,22,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,14249183,,1,0,1976,5,28,39,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,270,0,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,1,2015,2015
2,1,1,146,4,1,322B01,12821561,,1,1,1991,5,23,24,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2010,2015
2,1,1,146,4,1,322B01,15451450,,4,1,1965,8,20,50,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2310,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,1,2015,2015
2,1,1,146,4,1,322B01,20418885,,3,0,1992,3,17,23,1,10,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,2130,0,0,1,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2010,2015
