CO_IES,CO_CATEGORIA_ADMINISTRATIVA,CO_ORGANIZACAO_ACADEMICA,CO_CURSO,CO_TURNO_ALUNO,CO_GRAU_ACADEMICO,CO_OCDE,CO_ALUNO_CURSO,CO_ALUNO_CURSO_ORIGEM,CO_COR_RACA_ALUNO,IN_SEXO_ALUNO,NU_ANO_ALUNO_NASC,NU_MES_ALUNO_NASC,NU_DIA_ALUNO_NASC,NU_IDADE_ALUNO,CO_NACIONALIDADE_ALUNO,CO_PAIS_ORIGEM_ALUNO,CO_UF_NASCIMENTO,CO_MUNICIPIO_NASCIMENTO,IN_ALUNO_DEF_TGD_SUPER,IN_DEF_AUDITIVA,IN_DEF_FISICA,IN_DEF_INTELECTUAL,IN_DEF_MULTIPLA,IN_DEF_SURDEZ,IN_DEF_SURDOCEGUEIRA,IN_DEF_BAIXA_VISAO,IN_DEF_CEGUEIRA,IN_DEF_SUPERDOTACAO,IN_TGD_AUTISMO_INFANTIL,IN_TGD_SINDROME_ASPERGER,IN_TGD_SINDROME_RETT,IN_TGD_TRANSTOR_DESINTEGRATIVO,CO_ALUNO_SITUACAO,QT_CARGA_HORARIA_TOTAL,QT_CARGA_HORARIA_INTEG,IN_ING_VESTIBULAR,IN_ING_ENEM,IN_ING_AVALIACAO_SERIADA,IN_ING_SELECAO_SIMPLIFICADA,IN_ING_SELECAO_VAGA_REMANESC,IN_ING_SELECAO_VAGA_PROG_ESPEC,IN_ING_TRANSF_EXOFFICIO,IN_ING_DECISAO_JUDICIAL,IN_ING_CONVENIO_PECG,IN_RESERVA_VAGAS,IN_RESERVA_ETNICO,IN_RESERVA_DEFICIENCIA,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_RESERVA_OUTRA,IN_APOIO_SOCIAL,IN_APOIO_ALIMENTACAO,IN_APOIO_BOLSA_PERMANENCIA,IN_APOIO_BOLSA_TRABALHO,IN_APOIO_MATERIAL_DIDATICO,IN_APOIO_MORADIA,IN_APOIO_TRANSPORTE,IN_ATIVIDADE_EXTRACURRICULAR,IN_COMPL_ESTAGIO,IN_COMPL_EXTENSAO,IN_COMPL_MONITORIA,IN_COMPL_PESQUISA,IN_BOLSA_ESTAGIO,IN_BOLSA_EXTENSAO,IN_BOLSA_MONITORIA,IN_BOLSA_PESQUISA,CO_TIPO_ESCOLA_ENS_MEDIO,IN_ALUNO_PARFOR,CO_SEMESTRE_CONCLUSAO,CO_SEMESTRE_REFERENCIA,IN_MOBILIDADE_ACADEMICA,CO_MOBILIDADE_ACADEMICA,CO_MOBILIDADE_ACADEMICA_INTERN,CO_IES_DESTINO,CO_PAIS_DESTINO,IN_MATRICULA,IN_CONCLUINTE,IN_INGRESSO_TOTAL,ANO_INGRESSO,ANO_RELATORIO
2,1,1,146,4,1,322B01,12376997,,2,1,1994,1,28,22,1,76,53,5300108,0,,,,,,,,,,,,,,3,2700,2700,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2009,2016
2,1,1,146,4,1,322B01,13034416,,1,0,1989,10,31,27,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,1530,0,1,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,1,0,1,1,0,0,0,1,,,,1,,,2,0,,,,,1,0,0,2012,2016
2,1,1,146,4,1,322B01,13030174,,3,0,1991,5,16,25,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,2580,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2011,2016
2,1,1,146,4,1,322B01,13034474,,1,0,1990,2,9,26,1,76,41,4106902,0,,,,,,,,,,,,,,2,2700,1590,0,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2012,2016
2,1,1,146,4,1,322B01,12956532,,1,0,1987,5,3,29,1,76,,,0,,,,,,,,,,,,,,2,2700,1290,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2014,2016
2,1,1,146,4,1,322B01,12379328,,0,1,1990,8,5,26,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,2490,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2015,2016
2,1,1,146,4,1,322B01,13069794,,1,1,1990,5,31,26,1,76,53,5300108,0,,,,,,,,,,,,,,4,2700,2670,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2010,2016
2,1,1,146,4,1,322B01,12780926,,1,1,1989,12,3,27,1,76,50,5003306,0,,,,,,,,,,,,,,2,2700,1920,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2015,2016
2,1,1,146,4,1,322B01,13071241,,0,0,1986,8,13,30,1,76,,,0,,,,,,,,,,,,,,4,2700,1560,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2014,2016
2,1,1,146,4,1,322B01,12950145,,3,0,1988,9,29,28,1,76,23,2313401,0,,,,,,,,,,,,,,2,2700,300,0,1,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2014,2016
2,1,1,146,4,1,322B01,13015781,,2,1,1988,5,5,28,1,76,53,5300108,0,,,,,,,,,,,,,,3,2700,270,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2015,2016
2,1,1,146,4,1,322B01,12377271,,1,0,1986,1,18,30,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,1,1,0,2009,2016
2,1,1,146,4,1,322B01,12940467,,0,0,1969,7,7,47,1,76,29,2927408,0,,,,,,,,,,,,,,2,2700,1530,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2014,2016
2,1,1,146,4,1,322B01,12975612,,1,0,1988,6,9,28,1,76,,,0,,,,,,,,,,,,,,2,2700,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,1,2016,2016
2,1,1,146,4,1,322B01,13105277,,3,1,1980,1,17,36,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,2730,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2013,2016
2,1,1,146,4,1,322B01,13074136,,2,1,1984,4,15,32,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,1440,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2015,2016
2,1,1,146,4,1,322B01,12374521,,0,0,1985,4,27,31,1,76,,,0,,,,,,,,,,,,,,2,2700,2280,0,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,1,2016,2016
2,1,1,146,4,1,322B01,12374779,,0,0,1960,10,3,56,1,76,,,0,,,,,,,,,,,,,,4,2700,2730,0,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,1,2016,2016
2,1,1,146,4,1,322B01,12375297,,1,1,1988,3,11,28,1,76,31,3136702,0,,,,,,,,,,,,,,6,2700,2700,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,1,1,0,2015,2016
2,1,1,146,4,1,322B01,13065166,,2,1,1988,7,30,28,1,76,53,5300108,0,,,,,,,,,,,,,,3,2700,2640,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2010,2016
2,1,1,146,4,1,322B01,12375557,,3,0,1989,12,14,27,1,76,,,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,1,1,0,2008,2016
2,1,1,146,4,1,322B01,12375606,,3,1,1963,4,24,53,1,76,35,3550308,0,,,,,,,,,,,,,,4,2700,2250,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,0,0,0,2008,2016
2,1,1,146,4,1,322B01,12375735,,1,0,1990,6,6,26,1,76,,,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,1,1,0,2008,2016
2,1,1,146,4,1,322B01,12375757,,2,1,1990,12,8,26,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,1470,0,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,1,0,0,0,1,,,,0,,,2,0,,,,,1,0,0,2015,2016
2,1,1,146,4,1,322B01,12376290,,1,0,1989,9,8,27,1,76,,,0,,,,,,,,,,,,,,4,2700,2580,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2009,2016
2,1,1,146,4,1,322B01,12376368,,3,0,1986,9,9,30,1,76,,,0,,,,,,,,,,,,,,4,2700,1980,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,0,0,0,2009,2016
2,1,1,146,4,1,322B01,12376404,,4,1,1984,12,10,32,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2760,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,1,1,0,2009,2016
2,1,1,146,4,1,322B01,12376875,,2,1,1977,12,23,39,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,1,1,0,2009,2016
2,1,1,146,4,1,322B01,12377204,,1,0,1989,11,30,27,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2820,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,1,1,0,2009,2016
2,1,1,146,4,1,322B01,12378692,,3,0,1990,5,14,26,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2009,2016
2,1,1,146,4,1,322B01,12380090,,0,1,1990,3,11,26,1,76,53,5300108,0,,,,,,,,,,,,,,3,2700,1830,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2014,2016
2,1,1,146,4,1,322B01,13051272,,1,1,1991,4,15,25,1,76,,,0,,,,,,,,,,,,,,2,2700,2475,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,1,0,0,0,1,,,,0,,,2,0,,,,,1,0,0,2012,2016
2,1,1,146,4,1,322B01,13064263,,1,0,1989,7,23,27,1,76,52,5208707,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,1,1,0,2011,2016
2,1,1,146,4,1,322B01,13012822,,3,1,1982,8,2,34,1,76,15,1507607,0,,,,,,,,,,,,,,2,2700,1800,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2013,2016
2,1,1,146,4,1,322B01,12839303,,1,1,1966,1,10,50,1,76,33,3304557,2,,,,,,,,,,,,,,6,2700,2700,0,0,0,0,0,0,1,0,0,0,,,,,,0,,,,,,,1,1,0,0,0,1,,,,1,,,2,,,,,,1,1,0,2013,2016
2,1,1,146,4,1,322B01,12837348,,3,1,1992,3,26,24,1,76,,,0,,,,,,,,,,,,,,2,2700,1620,1,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,1,0,1,1,0,1,0,1,,1,,0,,,2,0,,,,,1,0,0,2013,2016
2,1,1,146,4,1,322B01,12968334,,3,1,1991,9,7,25,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,1410,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2014,2016
2,1,1,146,4,1,322B01,13074114,,3,0,1983,12,2,33,1,76,41,4106902,0,,,,,,,,,,,,,,2,2700,2595,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2011,2016
2,1,1,146,4,1,322B01,13072628,,1,1,1956,5,27,60,1,76,31,3136702,0,,,,,,,,,,,,,,4,2700,3195,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2011,2016
2,1,1,146,4,1,322B01,13071938,,1,1,1991,9,13,25,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,1,1,0,2013,2016
2,1,1,146,4,1,322B01,13014015,,0,0,1988,5,2,28,1,76,,,0,,,,,,,,,,,,,,2,2700,1260,1,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,1,0,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2013,2016
2,1,1,146,4,1,322B01,13035237,,3,0,1987,8,15,29,1,76,26,2605202,0,,,,,,,,,,,,,,2,2700,1710,0,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2012,2016
2,1,1,146,4,1,322B01,13073650,,1,1,1993,4,21,23,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2760,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,1,1,0,2013,2016
2,1,1,146,4,1,322B01,13065615,,3,1,1991,4,22,25,1,76,,,0,,,,,,,,,,,,,,3,2700,2670,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2010,2016
2,1,1,146,4,1,322B01,13065983,,1,0,1991,4,27,25,1,76,,,0,,,,,,,,,,,,,,2,2700,2040,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2010,2016
2,1,1,146,4,1,322B01,13066267,,3,1,1992,9,19,24,1,76,53,5300108,0,,,,,,,,,,,,,,4,2700,2580,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,1,0,0,0,1,,,,1,,,2,,,,,,0,0,0,2012,2016
2,1,1,146,4,1,322B01,13066293,,4,1,1992,8,8,24,1,76,53,5300108,0,,,,,,,,,,,,,,3,2700,2520,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2010,2016
2,1,1,146,4,1,322B01,13066525,,1,0,1976,5,28,40,1,76,53,5300108,0,,,,,,,,,,,,,,4,2700,60,0,1,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,0,0,0,2015,2016
2,1,1,146,4,1,322B01,13066722,,4,1,1965,8,20,51,1,76,,,0,,,,,,,,,,,,,,2,2700,2850,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,1,1,0,0,0,1,,,,0,,,2,0,,,,,1,0,0,2015,2016
2,1,1,146,4,1,322B01,13064158,,3,0,1992,3,17,24,1,76,53,5300108,0,,,,,,,,,,,,,,4,2700,2520,0,0,1,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,1,0,0,0,1,,,,0,,,2,,,,,,0,0,0,2010,2016
2,1,1,146,4,1,322B01,13064555,,2,0,1990,11,29,26,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2700,0,0,1,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2010,2016
2,1,1,146,4,1,322B01,13064618,,3,1,1991,12,21,25,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,2745,0,0,1,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2010,2016
2,1,1,146,4,1,322B01,13065016,,1,0,1991,7,12,25,1,76,53,5300108,0,,,,,,,,,,,,,,3,2700,2640,0,0,1,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2010,2016
2,1,1,146,4,1,322B01,13065317,,3,0,1992,11,28,24,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,1,1,0,2010,2016
2,1,1,146,4,1,322B01,13066377,,2,1,1988,10,21,28,1,76,53,5300108,0,,,,,,,,,,,,,,4,2700,2640,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,0,0,0,2010,2016
2,1,1,146,4,1,322B01,13066780,,3,0,1981,8,29,35,1,76,,,0,,,,,,,,,,,,,,2,2700,2070,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2014,2016
2,1,1,146,4,1,322B01,13067460,,1,0,1976,2,14,40,1,76,,,0,,,,,,,,,,,,,,3,2700,2700,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,1,2016,2016
2,1,1,146,4,1,322B01,13068226,,3,0,1977,3,9,39,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2010,2016
2,1,1,146,4,1,322B01,23276415,,2,0,1991,11,23,25,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,1800,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,1,2016,2016
2,1,1,146,4,1,322B01,13064003,,3,0,1991,10,1,25,1,76,52,5221858,0,,,,,,,,,,,,,,2,2700,2520,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2012,2016
2,1,1,146,4,1,322B01,12967561,,1,1,1982,6,30,34,1,76,,,0,,,,,,,,,,,,,,6,2700,2700,0,0,0,0,0,0,1,0,0,0,,,,,,0,,,,,,,1,0,1,0,0,,0,,,0,,,1,,,,,,1,1,0,2014,2016
2,1,1,146,4,1,322B01,12983511,,1,1,1992,2,29,24,1,76,,,0,,,,,,,,,,,,,,2,2700,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,1,2016,2016
2,1,1,146,4,1,322B01,13031112,,1,0,1991,4,27,25,1,76,,,0,,,,,,,,,,,,,,2,2700,1710,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2014,2016
2,1,1,146,4,1,322B01,13065247,,1,1,1991,7,1,25,1,76,51,5107206,0,,,,,,,,,,,,,,3,2700,2580,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2011,2016
2,1,1,146,4,1,322B01,13067465,,3,1,1993,11,15,23,1,76,,,0,,,,,,,,,,,,,,4,2700,2655,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,0,0,0,2011,2016
2,1,1,146,4,1,322B01,12974019,,2,1,1991,1,17,25,1,76,31,3106200,0,,,,,,,,,,,,,,2,2700,510,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2015,2016
2,1,1,146,4,1,322B01,12961645,,2,1,1983,5,17,33,1,76,,,0,,,,,,,,,,,,,,2,2700,1140,0,0,0,0,1,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,1,2016,2016
2,1,1,146,4,1,322B01,12966896,,3,1,1985,3,24,31,1,76,,,0,,,,,,,,,,,,,,3,2700,1170,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,0,2014,2016
2,1,1,146,4,1,322B01,13067854,,3,0,1991,12,12,25,1,76,,,0,,,,,,,,,,,,,,2,2700,2535,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2013,2016
2,1,1,146,4,1,322B01,12770665,,2,0,1992,7,10,24,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,390,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2015,2016
2,1,1,146,4,1,322B01,12966715,,3,0,1989,9,23,27,1,76,29,2931905,0,,,,,,,,,,,,,,2,2700,1950,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,,,,0,1,,,2,0,,,,,1,0,0,2014,2016
2,1,1,146,4,1,322B01,12983770,,0,0,1988,5,29,28,1,76,,,0,,,,,,,,,,,,,,3,2700,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,0,0,1,2016,2016
2,1,1,146,4,1,322B01,12853117,,3,0,1992,3,31,24,1,76,,,0,,,,,,,,,,,,,,2,2700,1650,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,0,0,1,0,,,1,,0,,,2,0,,,,,1,0,0,2013,2016
2,1,1,146,4,1,322B01,12776623,,1,0,1991,11,6,25,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,600,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2015,2016
2,1,1,146,4,1,322B01,13067689,,1,0,1991,1,26,25,1,76,,,0,,,,,,,,,,,,,,2,2700,1860,0,0,0,0,0,0,1,0,0,0,,,,,,0,,,,,,,1,1,0,0,0,1,,,,0,,,2,0,,,,,1,0,0,2013,2016
2,1,1,146,4,1,322B01,13067401,,3,0,1992,9,7,24,1,76,,,0,,,,,,,,,,,,,,3,2700,1710,0,0,1,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2011,2016
2,1,1,146,4,1,322B01,13067683,,2,1,1993,3,28,23,1,76,53,5300108,0,,,,,,,,,,,,,,4,2700,1800,0,0,1,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,,,,,,,,,1,,,1,,,,,,0,0,0,2011,2016
2,1,1,146,4,1,322B01,13067796,,1,0,1994,9,4,22,1,76,53,5300108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2700,990,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2013,2016
2,1,1,146,4,1,322B01,13067832,,1,1,1993,8,27,23,1,76,25,2510907,0,,,,,,,,,,,,,,6,2700,2700,0,0,1,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,,,,,,1,1,0,2011,2016
2,1,1,146,4,1,322B01,13067961,,1,0,1992,10,23,24,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2700,0,0,1,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,1,1,0,2011,2016
2,1,1,146,4,1,322B01,13069236,,1,0,1991,11,28,25,1,76,53,5300108,0,,,,,,,,,,,,,,3,2700,1620,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2013,2016
2,1,1,146,4,1,322B01,13069674,,3,1,1991,5,17,25,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2730,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,0,,,,,,,,,1,,,1,,,,,,1,1,0,2011,2016
2,1,1,146,4,1,322B01,13070048,,3,1,1992,2,29,24,1,76,31,3132404,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,0,1,0,0,,0,,,0,,,1,,,,,,1,1,0,2011,2016
2,1,1,146,4,1,322B01,13070265,,3,1,1991,11,9,25,1,76,33,3304557,0,,,,,,,,,,,,,,2,2700,2370,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2011,2016
2,1,1,146,4,1,322B01,12374574,,0,0,1986,9,10,30,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,2520,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,0,,,,,1,0,0,2011,2016
2,1,1,146,4,1,322B01,13064335,,3,0,1962,5,31,54,1,76,31,3151503,0,,,,,,,,,,,,,,3,2700,2640,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,0,0,0,2011,2016
2,1,1,146,4,1,322B01,13068810,,3,1,1991,4,24,25,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,2385,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,1,1,0,0,1,0,,,1,,,2,0,,,,,1,0,0,2011,2016
2,1,1,146,4,1,322B01,13069727,,3,0,1993,11,28,23,1,76,,,0,,,,,,,,,,,,,,2,2700,1590,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,1,,,2,0,,,,,1,0,0,2015,2016
2,1,1,146,4,1,322B01,13070960,,1,1,1993,4,13,23,1,76,53,5300108,0,,,,,,,,,,,,,,2,2700,2040,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,1,1,0,0,0,1,,,,1,,,2,0,,,,,1,0,0,2011,2016
2,1,1,146,4,1,322B01,13072952,,3,1,1993,2,28,23,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,1,0,0,,,,,,,,,1,,,1,,,,,,1,1,0,2011,2016
2,1,1,146,4,1,322B01,13073171,,1,1,1992,5,26,24,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,1,,,,,,1,1,0,2011,2016
2,1,1,146,4,1,322B01,13073631,,3,1,1992,9,16,24,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2760,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,1,0,0,1,0,,,1,,0,,,1,,,,,,1,1,0,2011,2016
2,1,1,146,4,1,322B01,13073818,,1,1,1990,2,2,26,1,76,53,5300108,0,,,,,,,,,,,,,,6,2700,2700,1,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,,2,,,,,,1,1,0,2011,2016
